Date,Price,Open,High,Low,Change %
9-Nov-14,4938.65,4938.65,4938.65,4938.65,-1.72%
10-Nov-14,4914.71,4914.71,4914.71,4914.71,-0.48%
11-Nov-14,4934.78,4934.78,4934.78,4934.78,0.41%
12-Nov-14,5005.65,5005.65,5005.65,5005.65,1.44%
13-Nov-14,4984.46,4984.46,4984.46,4984.46,-0.42%
16-Nov-14,4963.89,4963.89,4963.89,4963.89,-0.41%
17-Nov-14,4917.42,4917.42,4917.42,4917.42,-0.94%
18-Nov-14,4898.82,4898.82,4898.82,4898.82,-0.38%
19-Nov-14,4926.23,4926.23,4926.23,4926.23,0.56%
20-Nov-14,4899.6,4899.6,4899.6,4899.6,-0.54%
23-Nov-14,4838.11,4838.11,4838.11,4838.11,-1.26%
24-Nov-14,4768.9,4768.9,4768.9,4768.9,-1.43%
25-Nov-14,4804.45,4804.45,4804.45,4804.45,0.75%
26-Nov-14,4756.61,4756.61,4756.61,4756.61,-1.00%
27-Nov-14,4772.55,4772.55,4772.55,4772.55,0.34%
30-Nov-14,4769.42,4769.42,4769.42,4769.42,-0.07%
1-Dec-14,4868.64,4868.64,4868.64,4868.64,2.08%
2-Dec-14,4932.89,4932.89,4932.89,4932.89,1.32%
3-Dec-14,4992,4992,4992,4992,1.20%
4-Dec-14,4961.84,4961.84,4961.84,4961.84,-0.60%
7-Dec-14,4930.37,4930.37,4930.37,4930.37,-0.63%
8-Dec-14,4930.82,4930.82,4930.82,4930.82,0.01%
9-Dec-14,4944.03,4944.03,4944.03,4944.03,0.27%
10-Dec-14,4943.72,4943.72,4943.72,4943.72,-0.01%
11-Dec-14,4933.03,4933.03,4933.03,4933.03,-0.22%
14-Dec-14,4892.95,4892.95,4892.95,4892.95,-0.81%
15-Dec-14,4878.65,4878.65,4878.65,4878.65,-0.29%
17-Dec-14,4837.92,4837.92,4837.92,4837.92,-0.83%
18-Dec-14,4856.41,4856.41,4856.41,4856.41,0.38%
21-Dec-14,4849.68,4849.68,4849.68,4849.68,-0.14%
22-Dec-14,4868.47,4868.47,4868.47,4868.47,0.39%
23-Dec-14,4838.63,4838.63,4838.63,4838.63,-0.61%
24-Dec-14,4823.57,4823.57,4823.57,4823.57,-0.31%
28-Dec-14,4801.34,4801.34,4801.34,4801.34,-0.46%
29-Dec-14,4814.16,4814.16,4814.16,4814.16,0.27%
30-Dec-14,4864.96,4864.96,4864.96,4864.96,1.06%
1-Jan-15,4941.51,4941.51,4941.51,4941.51,1.57%
5-Jan-15,4926.4,4926.4,4926.4,4926.4,-0.31%
6-Jan-15,4969.67,4969.67,4969.67,4969.67,0.88%
7-Jan-15,4963.66,4963.66,4963.66,4963.66,-0.12%
8-Jan-15,4968.71,4968.71,4968.71,4968.71,0.10%
11-Jan-15,4943.99,4943.99,4943.99,4943.99,-0.50%
12-Jan-15,4956.92,4956.92,4956.92,4956.92,0.26%
13-Jan-15,4969.73,4969.73,4969.73,4969.73,0.26%
14-Jan-15,4951.68,4951.68,4951.68,4951.68,-0.36%
15-Jan-15,4956.09,4956.09,4956.09,4956.09,0.09%
18-Jan-15,4917.37,4917.37,4917.37,4917.37,-0.78%
19-Jan-15,4867.08,4867.08,4867.08,4867.08,-1.02%
20-Jan-15,4856.94,4856.94,4856.94,4856.94,-0.21%
21-Jan-15,4783.21,4783.21,4783.21,4783.21,-1.52%
22-Jan-15,4797.95,4797.95,4797.95,4797.95,0.31%
25-Jan-15,4716.76,4716.76,4716.76,4716.76,-1.69%
26-Jan-15,4708.33,4708.33,4708.33,4708.33,-0.18%
27-Jan-15,4757.1,4757.1,4757.1,4757.1,1.04%
28-Jan-15,4747.63,4747.63,4747.63,4747.63,-0.20%
29-Jan-15,4724.04,4724.04,4724.04,4724.04,-0.50%
1-Feb-15,4654.95,4654.95,4654.95,4654.95,-1.46%
2-Feb-15,4618.43,4618.43,4618.43,4618.43,-0.78%
3-Feb-15,4656.47,4656.47,4656.47,4656.47,0.82%
4-Feb-15,4668.05,4668.05,4668.05,4668.05,0.25%
5-Feb-15,4685.03,4685.03,4685.03,4685.03,0.36%
8-Feb-15,4701.6,4701.6,4701.6,4701.6,0.35%
9-Feb-15,4712.56,4712.56,4712.56,4712.56,0.23%
10-Feb-15,4786.69,4786.69,4786.69,4786.69,1.57%
11-Feb-15,4810.53,4810.53,4810.53,4810.53,0.50%
12-Feb-15,4841.72,4841.72,4841.72,4841.72,0.65%
15-Feb-15,4831.17,4831.17,4831.17,4831.17,-0.22%
16-Feb-15,4769.47,4769.47,4769.47,4769.47,-1.28%
17-Feb-15,4800.4,4800.4,4800.4,4800.4,0.65%
18-Feb-15,4802.27,4802.27,4802.27,4802.27,0.04%
19-Feb-15,4788.23,4788.23,4788.23,4788.23,-0.29%
22-Feb-15,4802.17,4802.17,4802.17,4802.17,0.29%
23-Feb-15,4808.64,4808.64,4808.64,4808.64,0.13%
24-Feb-15,4801.14,4801.14,4801.14,4801.14,-0.16%
25-Feb-15,4742.22,4742.22,4742.22,4742.22,-1.23%
26-Feb-15,4763.21,4763.21,4763.21,4763.21,0.44%
1-Mar-15,4739.65,4739.65,4739.65,4739.65,-0.49%
2-Mar-15,4719.4,4719.4,4719.4,4719.4,-0.43%
3-Mar-15,4695.79,4695.79,4695.79,4695.79,-0.50%
4-Mar-15,4681.53,4681.53,4681.53,4681.53,-0.30%
5-Mar-15,4664.91,4664.91,4664.91,4664.91,-0.36%
8-Mar-15,4624.94,4624.94,4624.94,4624.94,-0.86%
9-Mar-15,4626.22,4626.22,4626.22,4626.22,0.03%
10-Mar-15,4649.3,4649.3,4649.3,4649.3,0.50%
11-Mar-15,4585.72,4585.72,4585.72,4585.72,-1.37%
12-Mar-15,4556.94,4556.94,4556.94,4556.94,-0.63%
15-Mar-15,4536.39,4536.39,4536.39,4536.39,-0.45%
16-Mar-15,4477.99,4477.99,4477.99,4477.99,-1.29%
18-Mar-15,4442.81,4442.81,4442.81,4442.81,-0.79%
19-Mar-15,4468.02,4468.02,4468.02,4468.02,0.57%
22-Mar-15,4533.21,4533.21,4533.21,4533.21,1.46%
23-Mar-15,4506.55,4506.55,4506.55,4506.55,-0.59%
24-Mar-15,4493.4,4493.4,4493.4,4493.4,-0.29%
25-Mar-15,4509.3,4509.3,4509.3,4509.3,0.35%
29-Mar-15,4558.08,4558.08,4558.08,4558.08,1.08%
30-Mar-15,4509.28,4509.28,4509.28,4509.28,-1.07%
31-Mar-15,4530.48,4530.48,4530.48,4530.48,0.47%
1-Apr-15,4513.1,4513.1,4513.1,4513.1,-0.38%
2-Apr-15,4472.13,4472.13,4472.13,4472.13,-0.91%
5-Apr-15,4431.1,4431.1,4431.1,4431.1,-0.92%
6-Apr-15,4397.25,4397.25,4397.25,4397.25,-0.76%
7-Apr-15,4345.03,4345.03,4345.03,4345.03,-1.19%
8-Apr-15,4347.13,4347.13,4347.13,4347.13,0.05%
9-Apr-15,4345.89,4345.89,4345.89,4345.89,-0.03%
12-Apr-15,4305.27,4305.27,4305.27,4305.27,-0.93%
13-Apr-15,4291.62,4291.62,4291.62,4291.62,-0.32%
15-Apr-15,4360.49,4360.49,4360.49,4360.49,1.60%
16-Apr-15,4373.33,4373.33,4373.33,4373.33,0.29%
19-Apr-15,4373.65,4373.65,4373.65,4373.65,0.01%
20-Apr-15,4346.26,4346.26,4346.26,4346.26,-0.63%
21-Apr-15,4283.24,4283.24,4283.24,4283.24,-1.45%
22-Apr-15,4252.94,4252.94,4252.94,4252.94,-0.71%
23-Apr-15,4192.2,4192.2,4192.2,4192.2,-1.43%
26-Apr-15,4094.47,4094.47,4094.47,4094.47,-2.33%
27-Apr-15,4118.49,4118.49,4118.49,4118.49,0.59%
29-Apr-15,4099.2,4099.2,4099.2,4099.2,-0.47%
30-Apr-15,4047.28,4047.28,4047.28,4047.28,-1.27%
4-May-15,3959.73,3959.73,3959.73,3959.73,-2.16%
5-May-15,4014.37,4014.37,4014.37,4014.37,1.38%
6-May-15,4089.88,4089.88,4089.88,4089.88,1.88%
7-May-15,4122.32,4122.32,4122.32,4122.32,0.79%
10-May-15,4277.05,4277.05,4277.05,4277.05,3.75%
11-May-15,4349.22,4349.22,4349.22,4349.22,1.69%
12-May-15,4326.61,4326.61,4326.61,4326.61,-0.52%
13-May-15,4342.66,4342.66,4342.66,4342.66,0.37%
14-May-15,4314.88,4314.88,4314.88,4314.88,-0.64%
17-May-15,4315.99,4315.99,4315.99,4315.99,0.03%
18-May-15,4407.42,4407.42,4407.42,4407.42,2.12%
19-May-15,4459.28,4459.28,4459.28,4459.28,1.18%
20-May-15,4455.57,4455.57,4455.57,4455.57,-0.08%
21-May-15,4483.28,4483.28,4483.28,4483.28,0.62%
24-May-15,4486.77,4486.77,4486.77,4486.77,0.08%
25-May-15,4615.01,4615.01,4615.01,4615.01,2.86%
26-May-15,4627.16,4627.16,4627.16,4627.16,0.26%
27-May-15,4616.12,4616.12,4616.12,4616.12,-0.24%
28-May-15,4544.7,4544.7,4544.7,4544.7,-1.55%
31-May-15,4586.95,4586.95,4586.95,4586.95,0.93%
1-Jun-15,4623.63,4623.63,4623.63,4623.63,0.80%
2-Jun-15,4586.84,4586.84,4586.84,4586.84,-0.80%
4-Jun-15,4591.42,4591.42,4591.42,4591.42,0.10%
7-Jun-15,4617.7,4617.7,4617.7,4617.7,0.57%
8-Jun-15,4542.27,4542.27,4542.27,4542.27,-1.63%
9-Jun-15,4513.97,4513.97,4513.97,4513.97,-0.62%
10-Jun-15,4556.68,4556.68,4556.68,4556.68,0.95%
11-Jun-15,4515.13,4515.13,4515.13,4515.13,-0.91%
14-Jun-15,4453.36,4453.36,4453.36,4453.36,-1.37%
15-Jun-15,4477.55,4477.55,4477.55,4477.55,0.54%
16-Jun-15,4506.71,4506.71,4506.71,4506.71,0.65%
17-Jun-15,4527.41,4527.41,4527.41,4527.41,0.46%
18-Jun-15,4519.85,4519.85,4519.85,4519.85,-0.17%
21-Jun-15,4511.46,4511.46,4511.46,4511.46,-0.19%
22-Jun-15,4503.98,4503.98,4503.98,4503.98,-0.17%
23-Jun-15,4489.45,4489.45,4489.45,4489.45,-0.32%
24-Jun-15,4457.24,4457.24,4457.24,4457.24,-0.72%
25-Jun-15,4455.28,4455.28,4455.28,4455.28,-0.04%
28-Jun-15,4502.22,4502.22,4502.22,4502.22,1.05%
29-Jun-15,4531.98,4531.98,4531.98,4531.98,0.66%
30-Jun-15,4583.1,4583.1,4583.1,4583.1,1.13%
2-Jul-15,4572.58,4572.58,4572.58,4572.58,-0.23%
5-Jul-15,4536,4536,4536,4536,-0.80%
6-Jul-15,4526.71,4526.71,4526.71,4526.71,-0.20%
7-Jul-15,4565.24,4565.24,4565.24,4565.24,0.85%
8-Jul-15,4579.72,4579.72,4579.72,4579.72,0.32%
9-Jul-15,4599.91,4599.91,4599.91,4599.91,0.44%
12-Jul-15,4615.19,4615.19,4615.19,4615.19,0.33%
13-Jul-15,4628.85,4628.85,4628.85,4628.85,0.30%
14-Jul-15,4656.13,4656.13,4656.13,4656.13,0.59%
21-Jul-15,4731.31,4731.31,4731.31,4731.31,1.61%
22-Jul-15,4741.97,4741.97,4741.97,4741.97,0.23%
23-Jul-15,4808.39,4808.39,4808.39,4808.39,1.40%
26-Jul-15,4786.49,4786.49,4786.49,4786.49,-0.46%
27-Jul-15,4775.27,4775.27,4775.27,4775.27,-0.23%
28-Jul-15,4797.17,4797.17,4797.17,4797.17,0.46%
29-Jul-15,4777.9,4777.9,4777.9,4777.9,-0.40%
30-Jul-15,4792.3,4792.3,4792.3,4792.3,0.30%
2-Aug-15,4802.02,4802.02,4802.02,4802.02,0.20%
3-Aug-15,4862.55,4862.55,4862.55,4862.55,1.26%
4-Aug-15,4871.81,4871.81,4871.81,4871.81,0.19%
5-Aug-15,4873.96,4873.96,4873.96,4873.96,0.04%
6-Aug-15,4864.45,4864.45,4864.45,4864.45,-0.20%
9-Aug-15,4844.35,4844.35,4844.35,4844.35,-0.41%
10-Aug-15,4815.63,4815.63,4815.63,4815.63,-0.59%
11-Aug-15,4791.47,4791.47,4791.47,4791.47,-0.50%
12-Aug-15,4821.62,4821.62,4821.62,4821.62,0.63%
13-Aug-15,4808.87,4808.87,4808.87,4808.87,-0.26%
16-Aug-15,4783.8,4783.8,4783.8,4783.8,-0.52%
17-Aug-15,4768.01,4768.01,4768.01,4768.01,-0.33%
18-Aug-15,4809.27,4809.27,4809.27,4809.27,0.87%
19-Aug-15,4816.97,4816.97,4816.97,4816.97,0.16%
20-Aug-15,4840.15,4840.15,4840.15,4840.15,0.48%
23-Aug-15,4831.71,4831.71,4831.71,4831.71,-0.17%
24-Aug-15,4793.99,4793.99,4793.99,4793.99,-0.78%
25-Aug-15,4792.93,4792.93,4792.93,4792.93,-0.02%
26-Aug-15,4805.65,4805.65,4805.65,4805.65,0.27%
27-Aug-15,4812.82,4812.82,4812.82,4812.82,0.15%
30-Aug-15,4790.97,4790.97,4790.97,4790.97,-0.45%
31-Aug-15,4768.66,4768.66,4768.66,4768.66,-0.47%
1-Sep-15,4724.51,4724.51,4724.51,4724.51,-0.93%
2-Sep-15,4763.88,4763.88,4763.88,4763.88,0.83%
3-Sep-15,4765.72,4765.72,4765.72,4765.72,0.04%
6-Sep-15,4772.65,4772.65,4772.65,4772.65,0.15%
7-Sep-15,4791.91,4791.91,4791.91,4791.91,0.40%
8-Sep-15,4784.46,4784.46,4784.46,4784.46,-0.16%
9-Sep-15,4758.43,4758.43,4758.43,4758.43,-0.54%
10-Sep-15,4760.14,4760.14,4760.14,4760.14,0.04%
13-Sep-15,4768.3,4768.3,4768.3,4768.3,0.17%
14-Sep-15,4786.19,4786.19,4786.19,4786.19,0.38%
15-Sep-15,4801.8,4801.8,4801.8,4801.8,0.33%
16-Sep-15,4796.81,4796.81,4796.81,4796.81,-0.10%
17-Sep-15,4819.45,4819.45,4819.45,4819.45,0.47%
20-Sep-15,4830.68,4830.68,4830.68,4830.68,0.23%
21-Sep-15,4841.61,4841.61,4841.61,4841.61,0.23%
22-Sep-15,4853.29,4853.29,4853.29,4853.29,0.24%
28-Sep-15,4866.75,4866.75,4866.75,4866.75,0.28%
29-Sep-15,4853.17,4853.17,4853.17,4853.17,-0.28%
30-Sep-15,4852.08,4852.08,4852.08,4852.08,-0.02%
1-Oct-15,4856.96,4856.96,4856.96,4856.96,0.10%
4-Oct-15,4814.6,4814.6,4814.6,4814.6,-0.87%
5-Oct-15,4831.59,4831.59,4831.59,4831.59,0.35%
6-Oct-15,4833.33,4833.33,4833.33,4833.33,0.04%
7-Oct-15,4800.62,4800.62,4800.62,4800.62,-0.68%
8-Oct-15,4781.36,4781.36,4781.36,4781.36,-0.40%
11-Oct-15,4728.12,4728.12,4728.12,4728.12,-1.11%
12-Oct-15,4776.15,4776.15,4776.15,4776.15,1.02%
13-Oct-15,4779.66,4779.66,4779.66,4779.66,0.07%
14-Oct-15,4716.08,4716.08,4716.08,4716.08,-1.33%
15-Oct-15,4676.62,4676.62,4676.62,4676.62,-0.84%
18-Oct-15,4608.03,4608.03,4608.03,4608.03,-1.47%
19-Oct-15,4644.63,4644.63,4644.63,4644.63,0.79%
20-Oct-15,4657.65,4657.65,4657.65,4657.65,0.28%
21-Oct-15,4647.67,4647.67,4647.67,4647.67,-0.21%
25-Oct-15,4649.28,4649.28,4649.28,4649.28,0.03%
26-Oct-15,4630.57,4630.57,4630.57,4630.57,-0.40%
27-Oct-15,4589.33,4589.33,4589.33,4589.33,-0.89%
28-Oct-15,4579.37,4579.37,4579.37,4579.37,-0.22%
29-Oct-15,4564.48,4564.48,4564.48,4564.48,-0.33%
1-Nov-15,4514.85,4514.85,4514.85,4514.85,-1.09%
2-Nov-15,4536.05,4536.05,4536.05,4536.05,0.47%
3-Nov-15,4551.51,4551.51,4551.51,4551.51,0.34%
4-Nov-15,4511.31,4511.31,4511.31,4511.31,-0.88%
5-Nov-15,4502.16,4502.16,4502.16,4502.16,-0.20%
8-Nov-15,4443.14,4443.14,4443.14,4443.14,-1.31%
9-Nov-15,4416.9,4416.9,4416.9,4416.9,-0.59%
10-Nov-15,4410.57,4410.57,4410.57,4410.57,-0.14%
11-Nov-15,4371.54,4371.54,4371.54,4371.54,-0.88%
12-Nov-15,4433.57,4433.57,4433.57,4433.57,1.42%
15-Nov-15,4424.2,4424.2,4424.2,4424.2,-0.21%
16-Nov-15,4475.81,4475.81,4475.81,4475.81,1.17%
17-Nov-15,4496.35,4496.35,4496.35,4496.35,0.46%
18-Nov-15,4496.68,4496.68,4496.68,4496.68,0.01%
19-Nov-15,4531.62,4531.62,4531.62,4531.62,0.78%
22-Nov-15,4591.7,4591.7,4591.7,4591.7,1.33%
23-Nov-15,4585.1,4585.1,4585.1,4585.1,-0.14%
24-Nov-15,4574.05,4574.05,4574.05,4574.05,-0.24%
25-Nov-15,4568.01,4568.01,4568.01,4568.01,-0.13%
26-Nov-15,4573.75,4573.75,4573.75,4573.75,0.13%
29-Nov-15,4580.76,4580.76,4580.76,4580.76,0.15%
30-Nov-15,4580.99,4580.99,4580.99,4580.99,0.01%
1-Dec-15,4621.67,4621.67,4621.67,4621.67,0.89%
2-Dec-15,4619.51,4619.51,4619.51,4619.51,-0.05%
3-Dec-15,4641.03,4641.03,4641.03,4641.03,0.47%
6-Dec-15,4654.74,4654.74,4654.74,4654.74,0.30%
7-Dec-15,4608.04,4608.04,4608.04,4608.04,-1.00%
8-Dec-15,4593.48,4593.48,4593.48,4593.48,-0.32%
9-Dec-15,4587.37,4587.37,4587.37,4587.37,-0.13%
10-Dec-15,4583.41,4583.41,4583.41,4583.41,-0.09%
13-Dec-15,4542.73,4542.73,4542.73,4542.73,-0.89%
14-Dec-15,4533.91,4533.91,4533.91,4533.91,-0.19%
15-Dec-15,4513.97,4513.97,4513.97,4513.97,-0.44%
17-Dec-15,4520.87,4520.87,4520.87,4520.87,0.15%
20-Dec-15,4511.53,4511.53,4511.53,4511.53,-0.21%
21-Dec-15,4578.87,4578.87,4578.87,4578.87,1.49%
22-Dec-15,4593.73,4593.73,4593.73,4593.73,0.32%
23-Dec-15,4588.74,4588.74,4588.74,4588.74,-0.11%
24-Dec-15,4608.32,4608.32,4608.32,4608.32,0.43%
27-Dec-15,4602.51,4602.51,4602.51,4602.51,-0.13%
28-Dec-15,4592.33,4592.33,4592.33,4592.33,-0.22%
29-Dec-15,4596.81,4596.81,4596.81,4596.81,0.10%
30-Dec-15,4604.91,4604.91,4604.91,4604.91,0.18%
3-Jan-16,4624.01,4624.01,4624.01,4624.01,0.41%
4-Jan-16,4617.73,4617.73,4617.73,4617.73,-0.14%
5-Jan-16,4643.25,4643.25,4643.25,4643.25,0.55%
6-Jan-16,4679.8,4679.8,4679.8,4679.8,0.79%
7-Jan-16,4676.08,4676.08,4676.08,4676.08,-0.08%
10-Jan-16,4674.83,4674.83,4674.83,4674.83,-0.03%
11-Jan-16,4663.62,4663.62,4663.62,4663.62,-0.24%
12-Jan-16,4665.43,4665.43,4665.43,4665.43,0.04%
13-Jan-16,4686.05,4686.05,4686.05,4686.05,0.44%
14-Jan-16,4694.95,4694.95,4694.95,4694.95,0.19%
17-Jan-16,4674.82,4674.82,4674.82,4674.82,-0.43%
18-Jan-16,4687.2,4687.2,4687.2,4687.2,0.26%
19-Jan-16,4697.5,4697.5,4697.5,4697.5,0.22%
20-Jan-16,4669.51,4669.51,4669.51,4669.51,-0.60%
21-Jan-16,4657.94,4657.94,4657.94,4657.94,-0.25%
24-Jan-16,4626.13,4626.13,4626.13,4626.13,-0.68%
25-Jan-16,4620.32,4620.32,4620.32,4620.32,-0.13%
26-Jan-16,4610.11,4610.11,4610.11,4610.11,-0.22%
27-Jan-16,4585.98,4585.98,4585.98,4585.98,-0.52%
28-Jan-16,4573.58,4573.58,4573.58,4573.58,-0.27%
31-Jan-16,4540.89,4540.89,4540.89,4540.89,-0.71%
1-Feb-16,4560.42,4560.42,4560.42,4560.42,0.43%
2-Feb-16,4591.09,4591.09,4591.09,4591.09,0.67%
3-Feb-16,4573.33,4573.33,4573.33,4573.33,-0.39%
4-Feb-16,4571.11,4571.11,4571.11,4571.11,-0.05%
7-Feb-16,4580.49,4580.49,4580.49,4580.49,0.21%
8-Feb-16,4560.76,4560.76,4560.76,4560.76,-0.43%
9-Feb-16,4570.01,4570.01,4570.01,4570.01,0.20%
10-Feb-16,4573.42,4573.42,4573.42,4573.42,0.07%
11-Feb-16,4581.34,4581.34,4581.34,4581.34,0.17%
14-Feb-16,4580.55,4580.55,4580.55,4580.55,-0.02%
15-Feb-16,4585.04,4585.04,4585.04,4585.04,0.10%
16-Feb-16,4578.85,4578.85,4578.85,4578.85,-0.14%
17-Feb-16,4580.79,4580.79,4580.79,4580.79,0.04%
18-Feb-16,4587.66,4587.66,4587.66,4587.66,0.15%
22-Feb-16,4577.61,4577.61,4577.61,4577.61,-0.22%
23-Feb-16,4598.34,4598.34,4598.34,4598.34,0.45%
24-Feb-16,4579.52,4579.52,4579.52,4579.52,-0.41%
25-Feb-16,4567.56,4567.56,4567.56,4567.56,-0.26%
28-Feb-16,4536.84,4536.84,4536.84,4536.84,-0.67%
29-Feb-16,4511.96,4511.96,4511.96,4511.96,-0.55%
1-Mar-16,4484.03,4484.03,4484.03,4484.03,-0.62%
2-Mar-16,4462.17,4462.17,4462.17,4462.17,-0.49%
3-Mar-16,4472.83,4472.83,4472.83,4472.83,0.24%
6-Mar-16,4435.46,4435.46,4435.46,4435.46,-0.84%
7-Mar-16,4443.63,4443.63,4443.63,4443.63,0.18%
8-Mar-16,4453.89,4453.89,4453.89,4453.89,0.23%
9-Mar-16,4457.8,4457.8,4457.8,4457.8,0.09%
10-Mar-16,4484.52,4484.52,4484.52,4484.52,0.60%
13-Mar-16,4480.18,4480.18,4480.18,4480.18,-0.10%
14-Mar-16,4467.61,4467.61,4467.61,4467.61,-0.28%
15-Mar-16,4475.89,4475.89,4475.89,4475.89,0.19%
16-Mar-16,4446.28,4446.28,4446.28,4446.28,-0.66%
20-Mar-16,4430.28,4430.28,4430.28,4430.28,-0.36%
21-Mar-16,4442.15,4442.15,4442.15,4442.15,0.27%
22-Mar-16,4410.22,4410.22,4410.22,4410.22,-0.72%
23-Mar-16,4381.16,4381.16,4381.16,4381.16,-0.66%
24-Mar-16,4370.49,4370.49,4370.49,4370.49,-0.24%
27-Mar-16,4355.93,4355.93,4355.93,4355.93,-0.33%
28-Mar-16,4302.57,4302.57,4302.57,4302.57,-1.23%
29-Mar-16,4311.8,4311.8,4311.8,4311.8,0.21%
30-Mar-16,4335.29,4335.29,4335.29,4335.29,0.54%
31-Mar-16,4357.53,4357.53,4357.53,4357.53,0.51%
3-Apr-16,4379.23,4379.23,4379.23,4379.23,0.50%
4-Apr-16,4431.65,4431.65,4431.65,4431.65,1.20%
5-Apr-16,4409.72,4409.72,4409.72,4409.72,-0.49%
6-Apr-16,4413.85,4413.85,4413.85,4413.85,0.09%
7-Apr-16,4443.06,4443.06,4443.06,4443.06,0.66%
10-Apr-16,4431.12,4431.12,4431.12,4431.12,-0.27%
11-Apr-16,4401.78,4401.78,4401.78,4401.78,-0.66%
12-Apr-16,4407.52,4407.52,4407.52,4407.52,0.13%
13-Apr-16,4408.64,4408.64,4408.64,4408.64,0.03%
17-Apr-16,4393.34,4393.34,4393.34,4393.34,-0.35%
18-Apr-16,4391.42,4391.42,4391.42,4391.42,-0.04%
19-Apr-16,4357.63,4357.63,4357.63,4357.63,-0.77%
20-Apr-16,4359.39,4359.39,4359.39,4359.39,0.04%
21-Apr-16,4340.34,4340.34,4340.34,4340.34,-0.44%
24-Apr-16,4338.24,4338.24,4338.24,4338.24,-0.05%
25-Apr-16,4321.62,4321.62,4321.62,4321.62,-0.38%
26-Apr-16,4281.93,4281.93,4281.93,4281.93,-0.92%
27-Apr-16,4238.94,4238.94,4238.94,4238.94,-1.00%
28-Apr-16,4195.69,4195.69,4195.69,4195.69,-1.02%
2-May-16,4171.4,4171.4,4171.4,4171.4,-0.58%
3-May-16,4272.17,4272.17,4272.17,4272.17,2.42%
4-May-16,4258.2,4258.2,4258.2,4258.2,-0.33%
5-May-16,4306.79,4306.79,4306.79,4306.79,1.14%
8-May-16,4340.06,4340.06,4340.06,4340.06,0.77%
9-May-16,4329.39,4329.39,4329.39,4329.39,-0.25%
10-May-16,4330.31,4330.31,4330.31,4330.31,0.02%
11-May-16,4318.44,4318.44,4318.44,4318.44,-0.27%
12-May-16,4298.65,4298.65,4298.65,4298.65,-0.46%
15-May-16,4275.47,4275.47,4275.47,4275.47,-0.54%
16-May-16,4288.64,4288.64,4288.64,4288.64,0.31%
17-May-16,4326.63,4326.63,4326.63,4326.63,0.89%
18-May-16,4364.31,4364.31,4364.31,4364.31,0.87%
19-May-16,4392.87,4392.87,4392.87,4392.87,0.65%
22-May-16,4394.31,4394.31,4394.31,4394.31,0.03%
24-May-16,4394.06,4394.06,4394.06,4394.06,-0.01%
25-May-16,4366.03,4366.03,4366.03,4366.03,-0.64%
26-May-16,4388,4388,4388,4388,0.50%
29-May-16,4426.78,4426.78,4426.78,4426.78,0.88%
30-May-16,4423,4423,4423,4423,-0.09%
31-May-16,4419.39,4419.39,4419.39,4419.39,-0.08%
1-Jun-16,4421.79,4421.79,4421.79,4421.79,0.05%
2-Jun-16,4446.08,4446.08,4446.08,4446.08,0.55%
5-Jun-16,4425.89,4425.89,4425.89,4425.89,-0.45%
6-Jun-16,4410.93,4410.93,4410.93,4410.93,-0.34%
7-Jun-16,4412.51,4412.51,4412.51,4412.51,0.04%
8-Jun-16,4420.42,4420.42,4420.42,4420.42,0.18%
9-Jun-16,4418.98,4418.98,4418.98,4418.98,-0.03%
12-Jun-16,4409.4,4409.4,4409.4,4409.4,-0.22%
13-Jun-16,4405.4,4405.4,4405.4,4405.4,-0.09%
14-Jun-16,4409.08,4409.08,4409.08,4409.08,0.08%
15-Jun-16,4411.99,4411.99,4411.99,4411.99,0.07%
16-Jun-16,4395.27,4395.27,4395.27,4395.27,-0.38%
19-Jun-16,4387.78,4387.78,4387.78,4387.78,-0.17%
20-Jun-16,4369,4369,4369,4369,-0.43%
21-Jun-16,4363.11,4363.11,4363.11,4363.11,-0.13%
22-Jun-16,4366.24,4366.24,4366.24,4366.24,0.07%
23-Jun-16,4381.46,4381.46,4381.46,4381.46,0.35%
26-Jun-16,4380.22,4380.22,4380.22,4380.22,-0.03%
27-Jun-16,4412.82,4412.82,4412.82,4412.82,0.74%
28-Jun-16,4451.36,4451.36,4451.36,4451.36,0.87%
29-Jun-16,4470.26,4470.26,4470.26,4470.26,0.42%
30-Jun-16,4507.58,4507.58,4507.58,4507.58,0.83%
10-Jul-16,4495.18,4495.18,4495.18,4495.18,-0.28%
11-Jul-16,4505.17,4505.17,4505.17,4505.17,0.22%
12-Jul-16,4544.7,4544.7,4544.7,4544.7,0.88%
13-Jul-16,4538.08,4538.08,4538.08,4538.08,-0.15%
14-Jul-16,4537.91,4537.91,4537.91,4537.91,0.00%
17-Jul-16,4558.94,4558.94,4558.94,4558.94,0.46%
18-Jul-16,4571.81,4571.81,4571.81,4571.81,0.28%
19-Jul-16,4556.92,4556.92,4556.92,4556.92,-0.33%
20-Jul-16,4554.54,4554.54,4554.54,4554.54,-0.05%
21-Jul-16,4553.78,4553.78,4553.78,4553.78,-0.02%
24-Jul-16,4551.07,4551.07,4551.07,4551.07,-0.06%
25-Jul-16,4549.18,4549.18,4549.18,4549.18,-0.04%
26-Jul-16,4550.16,4550.16,4550.16,4550.16,0.02%
27-Jul-16,4538.2,4538.2,4538.2,4538.2,-0.26%
28-Jul-16,4538.26,4538.26,4538.26,4538.26,0.00%
31-Jul-16,4525.34,4525.34,4525.34,4525.34,-0.28%
