Date,Price,Open,High,Low,Change %
15-Apr-18,5773.6,5773.6,5773.6,5773.6,-0.68%
16-Apr-18,5784.67,5784.67,5784.67,5784.67,0.19%
17-Apr-18,5777.95,5777.95,5777.95,5777.95,-0.12%
18-Apr-18,5822.99,5822.99,5822.99,5822.99,0.78%
19-Apr-18,5843.46,5843.46,5843.46,5843.46,0.35%
22-Apr-18,5813.28,5813.28,5813.28,5813.28,-0.52%
23-Apr-18,5806.13,5806.13,5806.13,5806.13,-0.12%
24-Apr-18,5777.35,5777.35,5777.35,5777.35,-0.50%
25-Apr-18,5802.02,5802.02,5802.02,5802.02,0.43%
26-Apr-18,5813.79,5813.79,5813.79,5813.79,0.20%
30-Apr-18,5739.22,5739.22,5739.22,5739.22,-1.28%
3-May-18,5698.68,5698.68,5698.68,5698.68,-0.71%
6-May-18,5694.27,5694.27,5694.27,5694.27,-0.08%
7-May-18,5683.53,5683.53,5683.53,5683.53,-0.19%
8-May-18,5642.46,5642.46,5642.46,5642.46,-0.72%
9-May-18,5627.33,5627.33,5627.33,5627.33,-0.27%
10-May-18,5587.21,5587.21,5587.21,5587.21,-0.71%
13-May-18,5558.66,5558.66,5558.66,5558.66,-0.51%
14-May-18,5557.57,5557.57,5557.57,5557.57,-0.02%
15-May-18,5548.89,5548.89,5548.89,5548.89,-0.16%
16-May-18,5511.76,5511.76,5511.76,5511.76,-0.67%
17-May-18,5443.3,5443.3,5443.3,5443.3,-1.24%
20-May-18,5390.7,5390.7,5390.7,5390.7,-0.97%
21-May-18,5413.28,5413.28,5413.28,5413.28,0.42%
22-May-18,5391.89,5391.89,5391.89,5391.89,-0.40%
23-May-18,5361.09,5361.09,5361.09,5361.09,-0.57%
24-May-18,5429.69,5429.69,5429.69,5429.69,1.28%
27-May-18,5456.82,5456.82,5456.82,5456.82,0.50%
28-May-18,5417.42,5417.42,5417.42,5417.42,-0.72%
29-May-18,5409.69,5409.69,5409.69,5409.69,-0.14%
30-May-18,5395.75,5395.75,5395.75,5395.75,-0.26%
31-May-18,5343.87,5343.87,5343.87,5343.87,-0.96%
3-Jun-18,5316.96,5316.96,5316.96,5316.96,-0.50%
4-Jun-18,5313.7,5313.7,5313.7,5313.7,-0.06%
5-Jun-18,5346.8,5346.8,5346.8,5346.8,0.62%
6-Jun-18,5398.75,5398.75,5398.75,5398.75,0.97%
7-Jun-18,5366.66,5366.66,5366.66,5366.66,-0.59%
10-Jun-18,5323.29,5323.29,5323.29,5323.29,-0.81%
11-Jun-18,5326.44,5326.44,5326.44,5326.44,0.06%
12-Jun-18,5365.22,5365.22,5365.22,5365.22,0.73%
18-Jun-18,5341.29,5341.29,5341.29,5341.29,-0.45%
19-Jun-18,5344.96,5344.96,5344.96,5344.96,0.07%
20-Jun-18,5384.87,5384.87,5384.87,5384.87,0.75%
21-Jun-18,5441.75,5441.75,5441.75,5441.75,1.06%
24-Jun-18,5521.99,5521.99,5521.99,5521.99,1.47%
25-Jun-18,5433.78,5433.78,5433.78,5433.78,-1.60%
26-Jun-18,5411.27,5411.27,5411.27,5411.27,-0.41%
27-Jun-18,5429.04,5429.04,5429.04,5429.04,0.33%
28-Jun-18,5405.46,5405.46,5405.46,5405.46,-0.43%
2-Jul-18,5322.41,5322.41,5322.41,5322.41,-1.54%
3-Jul-18,5273.16,5273.16,5273.16,5273.16,-0.93%
4-Jul-18,5309.11,5309.11,5309.11,5309.11,0.68%
5-Jul-18,5362.27,5362.27,5362.27,5362.27,1.00%
8-Jul-18,5366.02,5366.02,5366.02,5366.02,0.07%
9-Jul-18,5341.27,5341.27,5341.27,5341.27,-0.46%
10-Jul-18,5371.3,5371.3,5371.3,5371.3,0.56%
11-Jul-18,5379.24,5379.24,5379.24,5379.24,0.15%
12-Jul-18,5358.9,5358.9,5358.9,5358.9,-0.38%
15-Jul-18,5336.74,5336.74,5336.74,5336.74,-0.41%
16-Jul-18,5339.91,5339.91,5339.91,5339.91,0.06%
17-Jul-18,5325.48,5325.48,5325.48,5325.48,-0.27%
18-Jul-18,5334.18,5334.18,5334.18,5334.18,0.16%
19-Jul-18,5337.42,5337.42,5337.42,5337.42,0.06%
22-Jul-18,5339.18,5339.18,5339.18,5339.18,0.03%
23-Jul-18,5348.06,5348.06,5348.06,5348.06,0.17%
24-Jul-18,5335.38,5335.38,5335.38,5335.38,-0.24%
25-Jul-18,5319.44,5319.44,5319.44,5319.44,-0.30%
26-Jul-18,5305.17,5305.17,5305.17,5305.17,-0.27%
29-Jul-18,5280.07,5280.07,5280.07,5280.07,-0.47%
30-Jul-18,5262.91,5262.91,5262.91,5262.91,-0.32%
31-Jul-18,5302.63,5302.63,5302.63,5302.63,0.75%
1-Aug-18,5348.2,5348.2,5348.2,5348.2,0.86%
2-Aug-18,5399.79,5399.79,5399.79,5399.79,0.96%
5-Aug-18,5357.02,5357.02,5357.02,5357.02,-0.79%
6-Aug-18,5353.41,5353.41,5353.41,5353.41,-0.07%
7-Aug-18,5381.88,5381.88,5381.88,5381.88,0.53%
8-Aug-18,5405.95,5405.95,5405.95,5405.95,0.45%
9-Aug-18,5407,5407,5407,5407,0.02%
12-Aug-18,5407.18,5407.18,5407.18,5407.18,0.00%
13-Aug-18,5378.72,5378.72,5378.72,5378.72,-0.53%
14-Aug-18,5408.45,5408.45,5408.45,5408.45,0.55%
16-Aug-18,5467.74,5467.74,5467.74,5467.74,1.10%
19-Aug-18,5538.5,5538.5,5538.5,5538.5,1.29%
20-Aug-18,5571.19,5571.19,5571.19,5571.19,0.59%
26-Aug-18,5596.91,5596.91,5596.91,5596.91,0.46%
27-Aug-18,5584.97,5584.97,5584.97,5584.97,-0.21%
28-Aug-18,5619.41,5619.41,5619.41,5619.41,0.62%
29-Aug-18,5610.79,5610.79,5610.79,5610.79,-0.15%
30-Aug-18,5600.64,5600.64,5600.64,5600.64,-0.18%
3-Sep-18,5590.42,5590.42,5590.42,5590.42,-0.18%
4-Sep-18,5552.8,5552.8,5552.8,5552.8,-0.67%
5-Sep-18,5562.23,5562.23,5562.23,5562.23,0.17%
6-Sep-18,5574.24,5574.24,5574.24,5574.24,0.22%
9-Sep-18,5549.78,5549.78,5549.78,5549.78,-0.44%
10-Sep-18,5540.11,5540.11,5540.11,5540.11,-0.17%
11-Sep-18,5543.93,5543.93,5543.93,5543.93,0.07%
12-Sep-18,5528.85,5528.85,5528.85,5528.85,-0.27%
13-Sep-18,5500.61,5500.61,5500.61,5500.61,-0.51%
16-Sep-18,5464.17,5464.17,5464.17,5464.17,-0.66%
17-Sep-18,5443.8,5443.8,5443.8,5443.8,-0.37%
18-Sep-18,5472.6,5472.6,5472.6,5472.6,0.53%
19-Sep-18,5516.5,5516.5,5516.5,5516.5,0.80%
20-Sep-18,5467.05,5467.05,5467.05,5467.05,-0.90%
23-Sep-18,5415.24,5415.24,5415.24,5415.24,-0.95%
24-Sep-18,5357.54,5357.54,5357.54,5357.54,-1.07%
25-Sep-18,5386.88,5386.88,5386.88,5386.88,0.55%
26-Sep-18,5390.85,5390.85,5390.85,5390.85,0.07%
27-Sep-18,5342.88,5342.88,5342.88,5342.88,-0.89%
30-Sep-18,5368.95,5368.95,5368.95,5368.95,0.49%
1-Oct-18,5369.91,5369.91,5369.91,5369.91,0.02%
2-Oct-18,5380.93,5380.93,5380.93,5380.93,0.21%
3-Oct-18,5422.65,5422.65,5422.65,5422.65,0.78%
4-Oct-18,5418.27,5418.27,5418.27,5418.27,-0.08%
7-Oct-18,5410.81,5410.81,5410.81,5410.81,-0.14%
8-Oct-18,5440.94,5440.94,5440.94,5440.94,0.56%
9-Oct-18,5455.81,5455.81,5455.81,5455.81,0.27%
10-Oct-18,5436.15,5436.15,5436.15,5436.15,-0.36%
11-Oct-18,5435.01,5435.01,5435.01,5435.01,-0.02%
14-Oct-18,5446.4,5446.4,5446.4,5446.4,0.21%
15-Oct-18,5384.41,5384.41,5384.41,5384.41,-1.14%
16-Oct-18,5399.88,5399.88,5399.88,5399.88,0.29%
17-Oct-18,5380.78,5380.78,5380.78,5380.78,-0.35%
18-Oct-18,5381.51,5381.51,5381.51,5381.51,0.01%
21-Oct-18,5331.16,5331.16,5331.16,5331.16,-0.94%
22-Oct-18,5251.95,5251.95,5251.95,5251.95,-1.49%
23-Oct-18,5252.67,5252.67,5252.67,5252.67,0.01%
24-Oct-18,5276.33,5276.33,5276.33,5276.33,0.45%
25-Oct-18,5282.04,5282.04,5282.04,5282.04,0.11%
28-Oct-18,5212.23,5212.23,5212.23,5212.23,-1.32%
29-Oct-18,5246.51,5246.51,5246.51,5246.51,0.66%
30-Oct-18,5299.07,5299.07,5299.07,5299.07,1.00%
31-Oct-18,5284.12,5284.12,5284.12,5284.12,-0.28%
1-Nov-18,5258.47,5258.47,5258.47,5258.47,-0.49%
4-Nov-18,5238.98,5238.98,5238.98,5238.98,-0.37%
5-Nov-18,5224.94,5224.94,5224.94,5224.94,-0.27%
6-Nov-18,5204.35,5204.35,5204.35,5204.35,-0.39%
7-Nov-18,5242.21,5242.21,5242.21,5242.21,0.73%
8-Nov-18,5259.11,5259.11,5259.11,5259.11,0.32%
11-Nov-18,5278.97,5278.97,5278.97,5278.97,0.38%
12-Nov-18,5239.06,5239.06,5239.06,5239.06,-0.76%
13-Nov-18,5258.58,5258.58,5258.58,5258.58,0.37%
14-Nov-18,5245.58,5245.58,5245.58,5245.58,-0.25%
15-Nov-18,5244.62,5244.62,5244.62,5244.62,-0.02%
18-Nov-18,5256.06,5256.06,5256.06,5256.06,0.22%
19-Nov-18,5257.1,5257.1,5257.1,5257.1,0.02%
20-Nov-18,5298.83,5298.83,5298.83,5298.83,0.79%
22-Nov-18,5305.95,5305.95,5305.95,5305.95,0.13%
25-Nov-18,5276.24,5276.24,5276.24,5276.24,-0.56%
26-Nov-18,5279.25,5279.25,5279.25,5279.25,0.06%
27-Nov-18,5288.54,5288.54,5288.54,5288.54,0.18%
28-Nov-18,5286.72,5286.72,5286.72,5286.72,-0.03%
29-Nov-18,5281.25,5281.25,5281.25,5281.25,-0.10%
2-Dec-18,5290.76,5290.76,5290.76,5290.76,0.18%
3-Dec-18,5296.55,5296.55,5296.55,5296.55,0.11%
4-Dec-18,5345.42,5345.42,5345.42,5345.42,0.92%
5-Dec-18,5361.11,5361.11,5361.11,5361.11,0.29%
6-Dec-18,5332.8,5332.8,5332.8,5332.8,-0.53%
9-Dec-18,5306.22,5306.22,5306.22,5306.22,-0.50%
10-Dec-18,5295.69,5295.69,5295.69,5295.69,-0.20%
11-Dec-18,5275.76,5275.76,5275.76,5275.76,-0.38%
12-Dec-18,5265.84,5265.84,5265.84,5265.84,-0.19%
13-Dec-18,5251.01,5251.01,5251.01,5251.01,-0.28%
17-Dec-18,5218.01,5218.01,5218.01,5218.01,-0.63%
18-Dec-18,5233.59,5233.59,5233.59,5233.59,0.30%
19-Dec-18,5242.56,5242.56,5242.56,5242.56,0.17%
20-Dec-18,5265.31,5265.31,5265.31,5265.31,0.43%
23-Dec-18,5281.77,5281.77,5281.77,5281.77,0.31%
24-Dec-18,5300.09,5300.09,5300.09,5300.09,0.35%
26-Dec-18,5349.18,5349.18,5349.18,5349.18,0.93%
27-Dec-18,5385.64,5385.64,5385.64,5385.64,0.68%
1-Jan-19,5465.25,5465.25,5465.25,5465.25,1.48%
2-Jan-19,5496.43,5496.43,5496.43,5496.43,0.57%
3-Jan-19,5590.47,5590.47,5590.47,5590.47,1.71%
6-Jan-19,5687,5687,5687,5687,1.73%
7-Jan-19,5655.18,5655.18,5655.18,5655.18,-0.56%
8-Jan-19,5770.77,5770.77,5770.77,5770.77,2.04%
9-Jan-19,5798.59,5798.59,5798.59,5798.59,0.48%
10-Jan-19,5797.3,5797.3,5797.3,5797.3,-0.02%
13-Jan-19,5860.21,5860.21,5860.21,5860.21,1.09%
14-Jan-19,5836.23,5836.23,5836.23,5836.23,-0.41%
15-Jan-19,5863.27,5863.27,5863.27,5863.27,0.46%
16-Jan-19,5839.48,5839.48,5839.48,5839.48,-0.41%
17-Jan-19,5825.57,5825.57,5825.57,5825.57,-0.24%
20-Jan-19,5887.27,5887.27,5887.27,5887.27,1.06%
21-Jan-19,5859.3,5859.3,5859.3,5859.3,-0.48%
22-Jan-19,5865.46,5865.46,5865.46,5865.46,0.11%
23-Jan-19,5925.24,5925.24,5925.24,5925.24,1.02%
24-Jan-19,5950.01,5950.01,5950.01,5950.01,0.42%
27-Jan-19,5939.45,5939.45,5939.45,5939.45,-0.18%
28-Jan-19,5904.22,5904.22,5904.22,5904.22,-0.59%
29-Jan-19,5924.53,5924.53,5924.53,5924.53,0.34%
30-Jan-19,5884.11,5884.11,5884.11,5884.11,-0.68%
31-Jan-19,5821.01,5821.01,5821.01,5821.01,-1.07%
3-Feb-19,5801.33,5801.33,5801.33,5801.33,-0.34%
4-Feb-19,5828.07,5828.07,5828.07,5828.07,0.46%
5-Feb-19,5800.24,5800.24,5800.24,5800.24,-0.48%
6-Feb-19,5786,5786,5786,5786,-0.25%
7-Feb-19,5811.92,5811.92,5811.92,5811.92,0.45%
10-Feb-19,5763.73,5763.73,5763.73,5763.73,-0.83%
11-Feb-19,5733.91,5733.91,5733.91,5733.91,-0.52%
12-Feb-19,5731.95,5731.95,5731.95,5731.95,-0.03%
13-Feb-19,5748.31,5748.31,5748.31,5748.31,0.29%
14-Feb-19,5750.29,5750.29,5750.29,5750.29,0.03%
17-Feb-19,5775.82,5775.82,5775.82,5775.82,0.44%
18-Feb-19,5724.52,5724.52,5724.52,5724.52,-0.89%
19-Feb-19,5735.92,5735.92,5735.92,5735.92,0.20%
20-Feb-19,5745.83,5745.83,5745.83,5745.83,0.17%
24-Feb-19,5714.27,5714.27,5714.27,5714.27,-0.55%
25-Feb-19,5755.79,5755.79,5755.79,5755.79,0.73%
26-Feb-19,5738.64,5738.64,5738.64,5738.64,-0.30%
27-Feb-19,5711.82,5711.82,5711.82,5711.82,-0.47%
28-Feb-19,5711.82,5711.82,5711.82,5711.82,0.00%
3-Mar-19,5723.07,5723.07,5723.07,5723.07,0.20%
4-Mar-19,5682.41,5682.41,5682.41,5682.41,-0.71%
5-Mar-19,5687.48,5687.48,5687.48,5687.48,0.09%
6-Mar-19,5686.38,5686.38,5686.38,5686.38,-0.02%
7-Mar-19,5688.45,5688.45,5688.45,5688.45,0.04%
10-Mar-19,5710.06,5710.06,5710.06,5710.06,0.38%
11-Mar-19,5690.82,5690.82,5690.82,5690.82,-0.34%
12-Mar-19,5682.43,5682.43,5682.43,5682.43,-0.15%
13-Mar-19,5653.21,5653.21,5653.21,5653.21,-0.51%
14-Mar-19,5655.81,5655.81,5655.81,5655.81,0.05%
18-Mar-19,5604.9,5604.9,5604.9,5604.9,-0.90%
19-Mar-19,5631.29,5631.29,5631.29,5631.29,0.47%
20-Mar-19,5600.55,5600.55,5600.55,5600.55,-0.55%
21-Mar-19,5570.15,5570.15,5570.15,5570.15,-0.54%
24-Mar-19,5512.07,5512.07,5512.07,5512.07,-1.04%
25-Mar-19,5530.07,5530.07,5530.07,5530.07,0.33%
27-Mar-19,5502.48,5502.48,5502.48,5502.48,-0.50%
28-Mar-19,5505.49,5505.49,5505.49,5505.49,0.05%
31-Mar-19,5491.9,5491.9,5491.9,5491.9,-0.25%
1-Apr-19,5503.08,5503.08,5503.08,5503.08,0.20%
2-Apr-19,5522.17,5522.17,5522.17,5522.17,0.35%
3-Apr-19,5452.19,5452.19,5452.19,5452.19,-1.27%
4-Apr-19,5459.91,5459.91,5459.91,5459.91,0.14%
7-Apr-19,5433.89,5433.89,5433.89,5433.89,-0.48%
8-Apr-19,5372.23,5372.23,5372.23,5372.23,-1.13%
9-Apr-19,5318.75,5318.75,5318.75,5318.75,-1.00%
10-Apr-19,5261.6,5261.6,5261.6,5261.6,-1.07%
11-Apr-19,5326.39,5326.39,5326.39,5326.39,1.23%
15-Apr-19,5309.47,5309.47,5309.47,5309.47,-0.32%
16-Apr-19,5248.91,5248.91,5248.91,5248.91,-1.14%
17-Apr-19,5259.41,5259.41,5259.41,5259.41,0.20%
18-Apr-19,5321.41,5321.41,5321.41,5321.41,1.18%
21-Apr-19,5323.73,5323.73,5323.73,5323.73,0.04%
23-Apr-19,5260.85,5260.85,5260.85,5260.85,-1.18%
24-Apr-19,5240.36,5240.36,5240.36,5240.36,-0.39%
25-Apr-19,5266.17,5266.17,5266.17,5266.17,0.49%
28-Apr-19,5238.19,5238.19,5238.19,5238.19,-0.53%
29-Apr-19,5175.46,5175.46,5175.46,5175.46,-1.20%
30-Apr-19,5202.85,5202.85,5202.85,5202.85,0.53%
2-May-19,5286.75,5286.75,5286.75,5286.75,1.61%
5-May-19,5394.9,5394.9,5394.9,5394.9,2.05%
6-May-19,5342.08,5342.08,5342.08,5342.08,-0.98%
7-May-19,5289.99,5289.99,5289.99,5289.99,-0.98%
8-May-19,5272.38,5272.38,5272.38,5272.38,-0.33%
9-May-19,5275.83,5275.83,5275.83,5275.83,0.07%
12-May-19,5273.92,5273.92,5273.92,5273.92,-0.04%
13-May-19,5247.82,5247.82,5247.82,5247.82,-0.49%
14-May-19,5217.91,5217.91,5217.91,5217.91,-0.57%
15-May-19,5196.03,5196.03,5196.03,5196.03,-0.42%
16-May-19,5230.78,5230.78,5230.78,5230.78,0.67%
19-May-19,5335.7,5335.7,5335.7,5335.7,2.01%
20-May-19,5276.14,5276.14,5276.14,5276.14,-1.12%
21-May-19,5236.84,5236.84,5236.84,5236.84,-0.74%
22-May-19,5250.94,5250.94,5250.94,5250.94,0.27%
23-May-19,5250.59,5250.59,5250.59,5250.59,-0.01%
26-May-19,5253.32,5253.32,5253.32,5253.32,0.05%
27-May-19,5253.54,5253.54,5253.54,5253.54,0.00%
28-May-19,5328.76,5328.76,5328.76,5328.76,1.43%
29-May-19,5354.19,5354.19,5354.19,5354.19,0.48%
30-May-19,5377.74,5377.74,5377.74,5377.74,0.44%
9-Jun-19,5402.96,5402.96,5402.96,5402.96,0.47%
10-Jun-19,5431.59,5431.59,5431.59,5431.59,0.53%
11-Jun-19,5475.98,5475.98,5475.98,5475.98,0.82%
12-Jun-19,5469.63,5469.63,5469.63,5469.63,-0.12%
13-Jun-19,5474.3,5474.3,5474.3,5474.3,0.09%
16-Jun-19,5430.83,5430.83,5430.83,5430.83,-0.79%
17-Jun-19,5375.29,5375.29,5375.29,5375.29,-1.02%
18-Jun-19,5400.23,5400.23,5400.23,5400.23,0.46%
19-Jun-19,5411.4,5411.4,5411.4,5411.4,0.21%
20-Jun-19,5395.62,5395.62,5395.62,5395.62,-0.29%
23-Jun-19,5383.89,5383.89,5383.89,5383.89,-0.22%
24-Jun-19,5386.87,5386.87,5386.87,5386.87,0.06%
25-Jun-19,5380.96,5380.96,5380.96,5380.96,-0.11%
26-Jun-19,5410.7,5410.7,5410.7,5410.7,0.55%
27-Jun-19,5430.04,5430.04,5430.04,5430.04,0.36%
30-Jun-19,5421.62,5421.62,5421.62,5421.62,-0.16%
2-Jul-19,5384.92,5384.92,5384.92,5384.92,-0.68%
3-Jul-19,5372.21,5372.21,5372.21,5372.21,-0.24%
4-Jul-19,5380.79,5380.79,5380.79,5380.79,0.16%
7-Jul-19,5333.08,5333.08,5333.08,5333.08,-0.89%
8-Jul-19,5318.61,5318.61,5318.61,5318.61,-0.27%
9-Jul-19,5280.04,5280.04,5280.04,5280.04,-0.73%
10-Jul-19,5230.63,5230.63,5230.63,5230.63,-0.94%
11-Jul-19,5222.3,5222.3,5222.3,5222.3,-0.16%
14-Jul-19,5179.49,5179.49,5179.49,5179.49,-0.82%
15-Jul-19,5091.48,5091.48,5091.48,5091.48,-1.70%
16-Jul-19,5124.44,5124.44,5124.44,5124.44,0.65%
17-Jul-19,5133.13,5133.13,5133.13,5133.13,0.17%
18-Jul-19,5130.69,5130.69,5130.69,5130.69,-0.05%
21-Jul-19,5033.74,5033.74,5033.74,5033.74,-1.89%
22-Jul-19,4966.44,4966.44,4966.44,4966.44,-1.34%
23-Jul-19,5077.75,5077.75,5077.75,5077.75,2.24%
24-Jul-19,5077.28,5077.28,5077.28,5077.28,-0.01%
25-Jul-19,5133.25,5133.25,5133.25,5133.25,1.10%
28-Jul-19,5133.93,5133.93,5133.93,5133.93,0.01%
29-Jul-19,5160.74,5160.74,5160.74,5160.74,0.52%
30-Jul-19,5125.02,5125.02,5125.02,5125.02,-0.69%
31-Jul-19,5138.79,5138.79,5138.79,5138.79,0.27%
1-Aug-19,5169.73,5169.73,5169.73,5169.73,0.60%
4-Aug-19,5172.86,5172.86,5172.86,5172.86,0.06%
5-Aug-19,5160.37,5160.37,5160.37,5160.37,-0.24%
6-Aug-19,5187.29,5187.29,5187.29,5187.29,0.52%
7-Aug-19,5187.2,5187.2,5187.2,5187.2,0.00%
8-Aug-19,5201.42,5201.42,5201.42,5201.42,0.27%
18-Aug-19,5216.53,5216.53,5216.53,5216.53,0.29%
19-Aug-19,5227.26,5227.26,5227.26,5227.26,0.21%
20-Aug-19,5227.49,5227.49,5227.49,5227.49,0.00%
21-Aug-19,5223.41,5223.41,5223.41,5223.41,-0.08%
22-Aug-19,5236.85,5236.85,5236.85,5236.85,0.26%
25-Aug-19,5223.72,5223.72,5223.72,5223.72,-0.25%
26-Aug-19,5165.76,5165.76,5165.76,5165.76,-1.11%
27-Aug-19,5178.7,5178.7,5178.7,5178.7,0.25%
28-Aug-19,5139.99,5139.99,5139.99,5139.99,-0.75%
29-Aug-19,5095.77,5095.77,5095.77,5095.77,-0.86%
1-Sep-19,5070.68,5070.68,5070.68,5070.68,-0.49%
2-Sep-19,5033.53,5033.53,5033.53,5033.53,-0.73%
3-Sep-19,5007.05,5007.05,5007.05,5007.05,-0.53%
4-Sep-19,4986.37,4986.37,4986.37,4986.37,-0.41%
5-Sep-19,5013.01,5013.01,5013.01,5013.01,0.53%
8-Sep-19,5033.79,5033.79,5033.79,5033.79,0.41%
9-Sep-19,5008.96,5008.96,5008.96,5008.96,-0.49%
11-Sep-19,4933.17,4933.17,4933.17,4933.17,-1.51%
12-Sep-19,4933.89,4933.89,4933.89,4933.89,0.01%
15-Sep-19,4942.23,4942.23,4942.23,4942.23,0.17%
16-Sep-19,4959.73,4959.73,4959.73,4959.73,0.35%
17-Sep-19,4928.98,4928.98,4928.98,4928.98,-0.62%
18-Sep-19,4888.01,4888.01,4888.01,4888.01,-0.83%
19-Sep-19,4855.98,4855.98,4855.98,4855.98,-0.66%
22-Sep-19,4920.96,4920.96,4920.96,4920.96,1.34%
23-Sep-19,5000.23,5000.23,5000.23,5000.23,1.61%
24-Sep-19,4958.72,4958.72,4958.72,4958.72,-0.83%
25-Sep-19,4951.73,4951.73,4951.73,4951.73,-0.14%
26-Sep-19,4968.46,4968.46,4968.46,4968.46,0.34%
29-Sep-19,4975.73,4975.73,4975.73,4975.73,0.15%
30-Sep-19,4947.63,4947.63,4947.63,4947.63,-0.56%
1-Oct-19,4949.39,4949.39,4949.39,4949.39,0.04%
2-Oct-19,4936.37,4936.37,4936.37,4936.37,-0.26%
3-Oct-19,4937.82,4937.82,4937.82,4937.82,0.03%
6-Oct-19,4916.68,4916.68,4916.68,4916.68,-0.43%
7-Oct-19,4894.31,4894.31,4894.31,4894.31,-0.45%
9-Oct-19,4862.25,4862.25,4862.25,4862.25,-0.66%
10-Oct-19,4810.21,4810.21,4810.21,4810.21,-1.07%
13-Oct-19,4761.87,4761.87,4761.87,4761.87,-1.00%
14-Oct-19,4711.3,4711.3,4711.3,4711.3,-1.06%
15-Oct-19,4821.64,4821.64,4821.64,4821.64,2.34%
16-Oct-19,4781.62,4781.62,4781.62,4781.62,-0.83%
17-Oct-19,4770.99,4770.99,4770.99,4770.99,-0.22%
20-Oct-19,4782.09,4782.09,4782.09,4782.09,0.23%
21-Oct-19,4761.42,4761.42,4761.42,4761.42,-0.43%
22-Oct-19,4708.68,4708.68,4708.68,4708.68,-1.11%
23-Oct-19,4726.62,4726.62,4726.62,4726.62,0.38%
24-Oct-19,4772,4772,4772,4772,0.96%
27-Oct-19,4752.64,4752.64,4752.64,4752.64,-0.41%
28-Oct-19,4699.22,4699.22,4699.22,4699.22,-1.12%
29-Oct-19,4670.74,4670.74,4670.74,4670.74,-0.61%
30-Oct-19,4683.2,4683.2,4683.2,4683.2,0.27%
31-Oct-19,4682.9,4682.9,4682.9,4682.9,-0.01%
3-Nov-19,4712.08,4712.08,4712.08,4712.08,0.62%
4-Nov-19,4678.36,4678.36,4678.36,4678.36,-0.72%
5-Nov-19,4703.7,4703.7,4703.7,4703.7,0.54%
6-Nov-19,4754.69,4754.69,4754.69,4754.69,1.08%
7-Nov-19,4771.91,4771.91,4771.91,4771.91,0.36%
11-Nov-19,4781.47,4781.47,4781.47,4781.47,0.20%
12-Nov-19,4779.18,4779.18,4779.18,4779.18,-0.05%
13-Nov-19,4737.17,4737.17,4737.17,4737.17,-0.88%
14-Nov-19,4710.36,4710.36,4710.36,4710.36,-0.57%
17-Nov-19,4717.39,4717.39,4717.39,4717.39,0.15%
18-Nov-19,4722.01,4722.01,4722.01,4722.01,0.10%
19-Nov-19,4722.37,4722.37,4722.37,4722.37,0.01%
20-Nov-19,4691.93,4691.93,4691.93,4691.93,-0.64%
21-Nov-19,4706.66,4706.66,4706.66,4706.66,0.31%
24-Nov-19,4688.42,4688.42,4688.42,4688.42,-0.39%
25-Nov-19,4693.62,4693.62,4693.62,4693.62,0.11%
26-Nov-19,4722.3,4722.3,4722.3,4722.3,0.61%
27-Nov-19,4730.34,4730.34,4730.34,4730.34,0.17%
28-Nov-19,4731.43,4731.43,4731.43,4731.43,0.02%
1-Dec-19,4758.81,4758.81,4758.81,4758.81,0.58%
2-Dec-19,4734.59,4734.59,4734.59,4734.59,-0.51%
3-Dec-19,4697.35,4697.35,4697.35,4697.35,-0.79%
4-Dec-19,4702.98,4702.98,4702.98,4702.98,0.12%
5-Dec-19,4671.33,4671.33,4671.33,4671.33,-0.67%
8-Dec-19,4596,4596,4596,4596,-1.61%
9-Dec-19,4533.75,4533.75,4533.75,4533.75,-1.35%
10-Dec-19,4506.93,4506.93,4506.93,4506.93,-0.59%
11-Dec-19,4512.39,4512.39,4512.39,4512.39,0.12%
12-Dec-19,4514.44,4514.44,4514.44,4514.44,0.05%
15-Dec-19,4498.49,4498.49,4498.49,4498.49,-0.35%
17-Dec-19,4419.82,4419.82,4419.82,4419.82,-1.75%
18-Dec-19,4417.95,4417.95,4417.95,4417.95,-0.04%
19-Dec-19,4456.83,4456.83,4456.83,4456.83,0.88%
22-Dec-19,4430.95,4430.95,4430.95,4430.95,-0.58%
23-Dec-19,4394.44,4394.44,4394.44,4394.44,-0.82%
24-Dec-19,4390.67,4390.67,4390.67,4390.67,-0.09%
26-Dec-19,4418.83,4418.83,4418.83,4418.83,0.64%
29-Dec-19,4433.94,4433.94,4433.94,4433.94,0.34%
30-Dec-19,4452.93,4452.93,4452.93,4452.93,0.43%
1-Jan-20,4453.29,4453.29,4453.29,4453.29,0.01%
2-Jan-20,4459.29,4453.29,4480.39,4453.29,0.13%
5-Jan-20,4400.14,4459.29,4465.04,4399.6,-1.33%
6-Jan-20,4331.95,4400.14,4414.44,4320.83,-1.55%
7-Jan-20,4281.43,4331.95,4348.33,4272.58,-1.17%
8-Jan-20,4228.36,4281.43,4317.66,4224.49,-1.24%
9-Jan-20,4197.39,4228.36,4235.49,4187.48,-0.73%
12-Jan-20,4212.44,4197.39,4241.73,4197.39,0.36%
13-Jan-20,4123.48,4212.44,4217.49,4111.61,-2.11%
14-Jan-20,4036.23,4123.48,4123.87,4009.7,-2.12%
15-Jan-20,4068.2,4036.23,4119.47,4036.23,0.79%
16-Jan-20,4149.82,4068.2,4161.75,4066.64,2.01%
